"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia","ECS","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.402186253172936","0.39889684369762","0.389965126482807","0.376273194834464","0.358800916519424","0.350467030914022","0.346729418953889","0.325708436100774","0.318822174020098","0.307307888288621","0.296958544606277","0.292475714587308","0.287077655276715","0.289157565833012","0.278534053764451","0.269638398537632","0.262574997424971","0.251685722204469","0.245928385856261","0.238748681421747","0.240816534945822","0.234736637189491","0.230612419066707","0.223231701560481","0.209632252624233","0.204925878191576","0.202018843241619","0.19806618407073","0.193758519999468","0.185583967845869","0.182432515547221","","",
"Ecuador","ECU","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.181757352175307","0.177868540033591","0.186412785723768","0.183973316864234","0.195729154063836","0.212934929051054","0.24012752242345","0.239334446980959","0.227271309495628","0.210737695569587","0.212677351231117","0.224865644728072","0.215310493549401","0.21379578737408","0.209768386167922","0.214771996859143","0.219607241725705","0.218535921140866","0.21253008066444","0.230076621016237","0.239993067293122","0.221547421351388","0.209650348209559","0.21386054422171","0.216953219646447","0.214608410645918","0.208881368686407","0.197677777169412","0.203889075325043","0.200615582480339","0.189010352939665","","",
"Egypt, Arab Rep.","EGY","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.243752391176295","0.245501179281893","0.239024190800627","0.236779043911746","0.216029765853872","0.220118107107986","0.221331125213351","0.224900776848052","0.222915432669657","0.220708351721082","0.204070993701307","0.217894137650761","0.217404220723325","0.216501813323389","0.225946285098447","0.242785878913585","0.239180243782284","0.239897846945138","0.231859565186845","0.230516643964088","0.222174559633122","0.224266441054845","0.229227117713933","0.223130448037628","0.222145877780465","0.219797654526215","0.219152054093348","0.218500705493181","0.201879084887776","0.175126680357733","0.163568650707798","","",
"Euro area","EMU","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.258045474632767","0.252775884953376","0.242143365695796","0.238757722061901","0.233012736276445","0.231794948497592","0.232958033843323","0.224397674640164","0.221239463938874","0.213545119302542","0.207039156846461","0.206102383159158","0.204440150342256","0.207197573411154","0.203446804503912","0.199446142100236","0.191952506264231","0.183758028356489","0.179081823664595","0.173646298821233","0.174533258472601","0.165636025747972","0.165134738138224","0.16215300834451","0.151405892881844","0.151540075894705","0.148748491000482","0.145151994481393","0.139001546011097","0.130173403681217","0.124075137151119","","",
"Eritrea","ERI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.200788718637965","0.202315842277427","0.209722165335515","0.198876486395758","0.203486505675232","0.208527054243417","0.194295933153883","0.202413518730212","0.199832709371243","0.207729480407259","0.20802331735716","0.201156161153562","0.207742766067073","0.20553575036596","0.209883894022367","0.211503848681879","0.198111875736343","0.19844010261068","0.179831533341768","0.166035955399124","0.157716903467911","0.159783032014158","0.161553039206105","0.147796109056462","0.144676441046898","0.148121277268483","0.138725564809644","0.14365521154924","0.137077548579493","0.125834172537926","0.118708076965435","","",
"Estonia","EST","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.902058936030254","0.910728389135442","0.823041626958966","0.725614785827103","0.686992858576698","0.601686815627965","0.578982490799234","0.526720414522264","0.55194654769589","0.519045926334998","0.475390744796987","0.414602855428197","0.473437409066675","0.441374388071151","0.415460512339147","0.53408676049026","0.497981457667673","0.442945069372454","0.484311333720026","0.438930316051645","0.352132538516865","0.377690398233992","0.376454839706643","0.339879394729745","0.209720618322583","0.148771294013635","","",
"Ethiopia","ETH","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0629093290511958","0.0684013032406546","0.0487048480622604","0.0550801305235082","0.0621787848775301","0.0667057843693429","0.0661495635291181","0.0683379972591599","0.0747019610882855","0.0699125895555771","0.0738024841081739","0.0843207365480039","0.086274628577655","0.0968780222368109","0.0905961371740002","0.0766962389047115","0.0740678029280259","0.0733241360518267","0.0720015296391754","0.0666536964199067","0.0586655741839182","0.0615570094114577","0.0642164552735726","0.069142659476691","0.0768603854452303","0.0727239778909223","0.0776658575042214","0.0738392952898504","0.0741153809698707","0.0711244046745748","0.0685377768232663","","",
"European Union","EUU","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.297483761778518","0.290285930012129","0.277982480308011","0.274201400348558","0.266214924336122","0.262937739834972","0.265306377141548","0.253560050393032","0.245606496820605","0.234733609193627","0.226515991316689","0.225252914079562","0.221912957446037","0.225292895654653","0.219492080109324","0.213971019360253","0.206916673079748","0.197855338992214","0.191684408645211","0.185596490992032","0.186786385909394","0.177951744311457","0.175749569613745","0.171518327565006","0.160520402151032","0.159936121236998","0.15730545666867","0.154015552176408","0.147302069977142","0.137519130519956","0.131647694375462","","",
"Fragile and conflict affected situations","FCS","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44507997229068","0.469903982027727","0.462236031524296","0.464215412390433","0.473645100372023","0.493037122964513","0.474964033414094","0.462283496741759","0.416345128529499","0.391883865075654","0.382433251743626","0.375432459951689","0.355227954851241","0.359407033250426","0.317917170589291","0.305554434495993","0.287832580703103","0.268072782075403","0.263308514744729","0.249234216115981","0.252322586635237","0.251216913172278","0.246490581125347","0.24218504574684","0.233268484697112","0.208622688211874","0.205271188634891","0.197021663259372","0.197925459339528","0.190431105946461","0.178124176532054","","",
"Finland","FIN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.332193684264699","0.356657421806721","0.34972870583261","0.360014261112647","0.388171808397341","0.348629302574203","0.375158249197467","0.341814969003076","0.306171068142911","0.289453860014877","0.266815091165048","0.288300466634039","0.294373267063387","0.326203922446611","0.296073549337328","0.236044617108484","0.274221220746869","0.252952077638108","0.218436403518299","0.227225802787405","0.254129014838134","0.218474648805151","0.19859827931205","0.203582082230543","0.18792327668416","0.173358084967835","0.179978914863833","0.16416432679396","0.167522072561694","0.152789520862584","0.138694875596869","","",
"Fiji","FJI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11579053816557","0.120367297316545","0.119299109159134","0.114768518220019","0.108941408563807","0.1074767891788","0.110321439189838","0.109637756229444","0.105523300020354","0.0995286947614633","0.107721635751986","0.131339582955536","0.107279116746612","0.125534625500124","0.151777767950954","0.122339415695605","0.134569303339308","0.127670895987232","0.0966550579552348","0.0870361346676273","0.124188721240947","0.113348959295557","0.105176166931777","0.107841167848768","0.116160390028153","0.115754949494957","0.107162283991801","0.112961372390621","0.113399027585695","0.114579168774389","0.101907670595298","","",
"France","FRA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.181376730314276","0.191784179987179","0.182797344746571","0.174407661405304","0.167927761971476","0.168190769372081","0.173227517976761","0.165215744419868","0.169280745137819","0.161027470303028","0.154217392262095","0.152686132791623","0.148691120976977","0.149730623683585","0.146039040334094","0.144739738746632","0.13791256974494","0.131500561271581","0.129417166505556","0.127915811501638","0.126950321333859","0.119617743212416","0.120413009020846","0.119771742618577","0.107267725166513","0.107875193229895","0.10761834557621","0.106510309149319","0.101014926873496","0.0971231166069576","0.0933684615355889","","",
"Faroe Islands","FRO","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.434697608968681","0.429518545493218","0.459230586066769","0.498135192498545","0.532048844970361","0.596607035648344","0.616668684488319","0.566522233730746","0.507861953960462","0.46152399146066","0.417836627662935","0.437875858723566","0.401384111720256","0.321093257665082","0.317672101559274","0.363262363570776","0.321444192391633","0.413277564980729","0.279344239398004","0.30699606559491","0.347187817406598","0.377058508286479","0.392924578164982","0.385954342763937","0.388318674407457","0.377146960509071","0.379172387984967","0.375783859071947","0.280341876662825","","",
"Gabon","GAB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.237478782663839","0.248773842520565","0.255316029334109","0.252292108892874","0.241199890064267","0.259418354202423","0.278928610558828","0.252835847590882","0.280533167991574","0.290625759572706","0.298763787520245","0.299530098065227","0.287238476291595","0.303614653128965","0.285358662763294","0.276424355418666","0.255244257122873","0.218813492289282","0.241481197245354","0.238194244941636","0.246108656490275","0.23041126871663","0.212278032505812","0.207701697681408","0.205017168190044","0.202451291511314","0.206990497017442","0.172485840207111","0.16387403233841","0.162437026126186","0.167821699078334","","",
"United Kingdom","GBR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.320083508247957","0.328785429740733","0.320129319590706","0.303109007601957","0.288544090165738","0.277015587211626","0.279613246579086","0.256089319607091","0.248489195425953","0.239607996822948","0.233263023360579","0.233555906441896","0.223352724649118","0.221537156552377","0.216304367372011","0.209701105684476","0.205246777399244","0.195741254792508","0.190575253497189","0.180859259708423","0.183024700107396","0.167081478469561","0.172784015243496","0.16464292618349","0.146124332079951","0.137951535332192","0.128966260573638","0.120597363004386","0.1168892799583","0.110337759780738","0.109823406856884","","",
"Georgia","GEO","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.626271532333656","0.604551388272842","0.863477624466073","0.979213668061705","0.709209538408804","0.541224157095043","0.378742274679054","0.297218620285693","0.260661989472719","0.229619687437915","0.237969487724504","0.167277576825208","0.133437011981039","0.128223855833363","0.129489000775902","0.14863383764439","0.150506961874036","0.160002754308321","0.134350836255544","0.162077144308728","0.144370912930243","0.164785490659582","0.170785679961508","0.183868511667695","0.189871608552722","0.200167701073538","0.203085853601327","0.195551013546027","0.183093513366304","0.189188231756401","0.197239354867599","","",
"Ghana","GHA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0708537260650254","0.0603550153082246","0.0684074537730028","0.0661981416805056","0.0692666228186152","0.0726892405087977","0.0760136335178703","0.0754927340983865","0.10879147802314","0.111491095199573","0.0914496104322957","0.0967264376715321","0.113390638998811","0.103120238067721","0.0906702762457983","0.0914901715031254","0.1059168542532","0.109574500301323","0.0950038506986316","0.106007388268689","0.10944403106913","0.0998504480390577","0.108895001094981","0.109538080072426","0.102412567392603","0.107443281570076","0.105567107816554","0.101588980356216","0.106022802938088","0.107046604578618","0.114540591983089","","",
"Gibraltar","GIB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104323314891763","0.104291697764709","0.103983880754875","0.101795368751533","0.101219438761378","0.100176406530914","0.101586497576032","0.101252538543793","0.10319854841347","0.104610792880019","0.106397871036929","0.107696364325348","0.106455403179483","0.110133720915079","0.111711067861117","0.112296000250363","0.11495393445525","0.111980941173592","0.109400733743004","0.116760976008199","0.131259957681197","0.130189326704911","0.115749640622693","0.0974273790351798","0.096812085001457","0.105670542951667","0.106096642803985","0.11384354047543","0.120359256742061","0.137817861222639","0.131962626862772","","",
"Gambia, The","GMB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0898530379837482","0.088758370254541","0.0858575121162505","0.0871756770065328","0.0870413322268453","0.0903196612852572","0.0895771080031833","0.0890431218601302","0.0918850305467108","0.0916475024802657","0.081822606074028","0.0974927110607414","0.0967186679892145","0.0905012335843042","0.0897927952585472","0.09631049960762","0.104990318253899","0.116665262915851","0.114816533208938","0.122037267989548","0.103181055890893","0.115597618498847","0.111314960833199","0.102878545070044","0.122812620379762","0.136443894536371","0.135510456792908","0.131259140402556","0.121488869653485","0.11611358297903","0.116286712791951","","",
"Guinea-Bissau","GNB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0883657643306956","0.0846647271986587","0.0859205901734115","0.0877545271161756","0.0842988261974129","0.0813617123542422","0.0697521218985798","0.0730065178673765","0.0887243442375847","0.0976045069710981","0.0710296877598393","0.0700756316685909","0.0733516386237612","0.092643266049681","0.0949132853383374","0.0928469131551308","0.0938700380888442","0.0964411772956452","0.0908867600814717","0.092250052271227","0.0905896168659288","0.0846829159547096","0.0870431231939897","0.084778193735971","0.0894665951832253","0.090147919461137","0.0917865810515164","0.0871117840666795","0.0891495047811828","0.0873238379519303","0.090488800646675","","",
"Equatorial Guinea","GNQ","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.159651600377772","0.168253083306295","1.55121182807279","1.50952968086215","1.39476489079761","1.26232455532785","0.830989701185739","0.458087753011885","0.449911444673939","0.577024311147064","0.292591154708002","0.261325405638078","0.192349995252997","0.18550453150622","0.265339087811572","0.231075596560343","0.213569853009672","0.20986712671689","0.163791499090299","0.168567472481328","0.184526404914595","0.174408260979305","0.155199595123429","0.165231352920816","0.163356147865423","0.166056283942184","0.193245861489536","0.188664662442816","0.189941007575827","0.193344663418506","0.181165508014619","","",
"Greece","GRC","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30565384984061","0.297242086256907","0.304359563113684","0.308968237378967","0.309271112893033","0.314702318104279","0.3056473254005","0.296092934061125","0.29644359313088","0.288492258647892","0.300052751241191","0.294697542486889","0.283539275133053","0.278054307225417","0.263677483161446","0.267626993107407","0.25021666289669","0.250963334825007","0.242382222915946","0.23898382973643","0.23372110854704","0.251118247073605","0.256008242581944","0.237690124516546","0.226984280490517","0.222399215467601","0.219670861125727","0.217125040255734","0.207889031488426","0.188265554240924","0.17650221586369","","",
"Grenada","GRD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.135331280760798","0.141497708930759","0.147047673846345","0.154527012572976","0.16323553063138","0.171914277754208","0.190610987011763","0.192209086300073","0.185888485837422","0.18021610692129","0.166291436601481","0.177076220645491","0.173918314869179","0.168467526849869","0.164703288724432","0.152911170705126","0.164793447802209","0.165092812953266","0.17052049201472","0.183224522603379","0.19202661823244","0.181305415097256","0.196318986192112","0.21831567874104","0.162590985633746","0.164254839753421","0.161121758970471","0.159891078006455","0.17068810453294","0.183250522203417","0.199162285351492","","",
"Greenland","GRL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0781269726488197","0.0773383438772188","0.0883997393735454","0.0900398634725843","0.0920852593147513","0.102627077999578","0.0970636210094516","0.0984678277709288","0.118622325185736","0.113034092717622","0.125355602416795","0.127644221244294","0.131098534532926","0.128730723898131","0.127315497203986","0.132164413408649","0.12536962163685","0.127003710667185","0.111393198983491","0.116884568828084","0.109719146983387","0.108061577729348","0.108583216366555","0.112127930659524","0.115192590526267","0.130090809842425","0.134366538107986","0.123466776264707","0.130563067699129","0.132061864259781","0.119250757813095","","",
"Guam","GUM","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.325536950762346","0.299687614818023","0.26267754058616","0.244241808252047","0.292552530813815","0.301698621033341","0.288485413670853","0.296145347266522","0.305645171649055","0.294853313942534","0.285927931090347","0.276777193804594","0.270031302408606","0.271062415858508","0.275781919265262","0.249284376170156","0.213306467805357","0.239667370736647","0.235313138943792","0.230439002634394","0.239245556116815","0.236774183088657","0.245683873947869","0.234039145415171","0.240384929703212","0.240657711908919","0.276266967454994","0.26580547228193","0.26615944933499","0.273026033616959","0.188424182575817","","",
"High income","HIC","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.349995787605606","0.344538457556936","0.338312026609253","0.336261535145498","0.330743213927251","0.325888065963616","0.325961931338082","0.321206889052277","0.312281842457338","0.304065740355258","0.298439697617355","0.295427976845575","0.289029919469385","0.287501613150678","0.280576137939745","0.273492352182756","0.263733570590565","0.259561651552774","0.252481333365471","0.246230440734273","0.249164354566387","0.239734081137682","0.233807983303473","0.232062935531518","0.223588761827054","0.217590991462443","0.211932003358264","0.205617486429122","0.201154762721614","0.191964694557804","0.183588474725912","","",
"Hong Kong SAR, China","HKG","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.124100998555142","0.128408802118138","0.134845567515492","0.134331252653856","0.150286105229488","0.168351411803873","0.166801939396269","0.16486455517278","0.184473953630949","0.188470435384888","0.184620973850452","0.209021626264186","0.211451053955682","0.223463975811733","0.236361394357844","0.205648267172659","0.220672264294153","0.222447230899852","0.214691388736805","0.206865762630084","0.195815828378946","0.225305378930456","0.228138356680174","0.215265786952241","0.213172150871667","0.218874294506707","0.207804099773414","0.1787997820003","0.16583178252019","0.182386394524863","0.173605007968344","","",
"Heavily indebted poor countries (HIPC)","HPC","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0903942512145788","0.0928010100571352","0.0930589114748627","0.0884067398672469","0.0892518847090363","0.0897978619500944","0.0902950936668491","0.0911318341320829","0.0931137274480455","0.0933965372483306","0.0919301873159706","0.0925205115329006","0.0946539525280475","0.0950850067044376","0.0948765514157648","0.0944335629249233","0.0965442476675499","0.0984782348300274","0.0979933224712313","0.100863890240291","0.102426676564022","0.106360605655029","0.108936407974246","0.108174120083614","0.108424642849998","0.110509931994185","0.111324030354214","0.109926982568075","0.110330824388318","0.112399377858787","0.107159195997252","","",
"Croatia","HRV","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221688518502794","0.20636158372521","0.217499258377264","0.230887694169947","0.232706143600247","0.220173907989123","0.227262798116529","0.226853119294153","0.228927323201982","0.214502869029887","0.20907950990718","0.200400133903998","0.201968244992525","0.188068012363556","0.189446785953614","0.183814597995894","0.179904409732563","0.168486373021901","0.165343442044899","0.158492782335349","0.158076965544245","0.155163226249074","0.154784094640259","0.142111233814839","0.138190574777156","0.142977442252916","","",
"Haiti","HTI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0407842697410047","0.0392931445523712","0.0373291118344541","0.0304242511360379","0.00940336285727713","0.0408492150128569","0.046002318099421","0.0539335718292456","0.0542649188302567","0.055724713174991","0.0589064698452512","0.0642123521312318","0.0725445592291873","0.0694559760437376","0.0648043241782747","0.0643061482110212","0.0637074119474735","0.0724050907640065","0.0699752035339148","0.0648484970619309","0.0848444971332202","0.0885888420307732","0.0789246867875169","0.0830297806560468","0.0919707998942403","0.0984857182388126","0.099212384574441","0.0956811509875808","0.0930788291958432","0.0955053850015918","0.0955457243634944","","",
"Hungary","HUN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.378820294215913","0.351139852484017","0.355491391726445","0.341776858745987","0.334703475741315","0.340388381806029","0.321745848436697","0.311642283460821","0.305294287607104","0.275669666488103","0.27286391648396","0.257362365324785","0.258793259253569","0.238677625486429","0.227109515884962","0.216676132935259","0.209815116574516","0.204503961364963","0.197576696749314","0.195642074068163","0.188153019992881","0.176399145277582","0.162643977806647","0.155514066189719","0.160138354936942","0.159811191135933","0.171279959939552","0.161751110928975","0.148162901717209","0.147017099334459","","",
"IBRD only","IBD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.502066771341519","0.506055730942968","0.502858645567384","0.49402524230456","0.480130195753499","0.48509472181682","0.465948177712559","0.450428358622341","0.445395384258798","0.428695160592032","0.420840894302938","0.418997101984246","0.416144118852944","0.425672036757756","0.428404625790285","0.429870650748307","0.425707743346093","0.41676447633921","0.407392536475707","0.409260378202468","0.409909184746584","0.413468523752893","0.405092215347368","0.397171843373568","0.38471361775549","0.365503347877512","0.350975851317027","0.342250982679063","0.33944224466522","0.331021021018904","0.329717139105796","","",
"IDA & IBRD total","IBT","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.474369004246817","0.478032988092943","0.474540387274829","0.466445606214434","0.45349139188759","0.457782479453851","0.441015194723602","0.426839577252219","0.422099217796607","0.407064790559584","0.400266888325245","0.398270696212704","0.39474184314059","0.403002332562859","0.405167391949262","0.406067977132327","0.402159023224508","0.394026351008097","0.385156089580691","0.385400656041577","0.386258482059517","0.38951430587002","0.381330924188692","0.373581386838269","0.361822167123847","0.343977309574681","0.331287023601097","0.323721618556494","0.320939672712695","0.313028099425883","0.311241496141785","","",
"IDA total","IDA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218223603386258","0.222417041429738","0.220205334837528","0.215393961477155","0.207961207548781","0.206547900092604","0.210839152542375","0.207141112434299","0.207826270966285","0.207246890947672","0.20730896303524","0.20520977532861","0.196402719889756","0.19146556188417","0.187061960965019","0.181769930777527","0.177173924770033","0.172249581410147","0.167731904323405","0.158200765209135","0.158031167920848","0.156186317494132","0.148361380172236","0.143914824685835","0.141545399241403","0.13763460648098","0.141930372842064","0.144495811434075","0.141839398687536","0.139517187109782","0.135464916939884","","",
"IDA blend","IDB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.305667812023976","0.31673678844213","0.317587460902452","0.317641616279351","0.299560542333828","0.296415755210848","0.301800127062302","0.298179873582584","0.29776016424975","0.298603013830124","0.301987781236772","0.296090300956932","0.274293707936237","0.26258430976971","0.253923734184305","0.238446220895519","0.23116569466708","0.220181475302814","0.215107143030647","0.19628634994958","0.197153330305276","0.194035966521303","0.17999904694112","0.177948767605358","0.173487852930873","0.167024327444959","0.172545356602628","0.175142686273472","0.167601548123998","0.165933801690742","0.163271165383512","","",
"Indonesia","IDN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180178201858458","0.184637493931995","0.183093734212527","0.185637110092836","0.185761125445885","0.192768260435987","0.189211840732928","0.199376593261791","0.230863253748916","0.243679644192771","0.233210642723788","0.242186286289655","0.234503674820743","0.244487926750682","0.237906651283662","0.225695122791863","0.227881923152155","0.223392449558185","0.208602481639429","0.20729534781753","0.207351975634098","0.223626476080764","0.21356395036536","0.188298415748753","0.193813192056109","0.186484306115471","0.175706056488646","0.178083395007664","0.186606680353859","0.189351130176658","0.179898957633338","","",
"IDA only","IDX","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.138830367903321","0.136212776009963","0.129082980010743","0.12165336834601","0.123537841327524","0.125457145860877","0.129002651755025","0.127944708130933","0.130356143068656","0.129734318504007","0.127419408226036","0.128499428307666","0.129246912385027","0.130093650033661","0.128536101790684","0.132118741488473","0.130200027151585","0.130926790011032","0.127673210248764","0.125581977077966","0.124848593999995","0.124327085798462","0.121784530235149","0.115491332836409","0.114998655420246","0.113461885714598","0.117305417715823","0.120439587313212","0.121659585603484","0.11924052300827","0.114378940886913","","",
"Isle of Man","IMN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
